long_name,short_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_position,nationality_name,nation_position,skill_moves,international_reputation,work_rate,player_tags,shooting,passing,dribbling,defending,physic,attacking_crossing,skill_ball_control,movement_sprint_speed,movement_agility,movement_reactions,power_stamina,power_strength,mentality_aggression,goalkeeping_diving,goalkeeping_reflexes
Mohammed Al Owais,M. Al Owais,GK,70,70,1100000,16000,29,187,79,Al Ahli,Saudi Abdul L. Jameel League,GK,Saudi Arabia,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,17,49,37,67,35,62,17,74,74
Robert Mario Flores Bistolfi,E. Flores,"CAM, RM, LM",70,71,1800000,5000,27,170,70,D.C. United,USA Major League Soccer,RES,Peru,,4,1,Medium/Medium,,66,67,73,38,59,70,72,76,89,60,73,61,28,12,13
Luis Manuel García Palomera,L. García,GK,70,72,1400000,10000,28,181,86,Deportivo Toluca,Mexican Liga MX,GK,Mexico,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,17,23,49,32,60,40,71,24,72,75
César De La Hoz López,De La Hoz,"CDM, CB",70,70,1400000,7000,29,179,74,Unión Deportiva Almería,Spanish Segunda División,SUB,Spain,,2,1,Medium/Medium,,58,60,64,67,75,43,69,59,59,64,86,73,66,8,12
Pablo Valcarce Vidal,Pablo Valcarce,"LM, RM, CAM",70,70,1600000,5000,28,173,70,Burgos CF,Spanish Segunda División,SUB,Spain,,4,1,High/Medium,,67,66,71,51,68,68,69,77,82,65,75,67,58,13,9
Arnór Ingvi Traustason,A. Traustason,"LM, CM",70,70,1600000,5000,28,183,75,New England Revolution,USA Major League Soccer,SUB,Iceland,SUB,3,1,High/High,#Engine,67,65,69,55,72,65,66,83,81,68,90,67,69,11,8
Ramon Olamilekan Azeez,R. Azeez,"CDM, CM, CAM",70,70,1400000,12000,28,169,67,Granada CF,Spain Primera Division,SUB,Nigeria,,2,1,Medium/High,,59,63,67,66,76,56,67,65,69,67,92,68,72,8,11
Corentin Jean,C. Jean,"ST, RM",70,72,2000000,16000,25,170,70,Racing Club de Lens,French Ligue 1,SUB,France,,3,1,Medium/Medium,,70,69,74,31,58,73,73,77,88,71,62,61,52,12,15
Claudio Gastón Corvalán,C. Corvalán,"LWB, CB, LB",70,70,1100000,7000,32,179,78,Unión de Santa Fe,Argentina Primera División,LCB,Argentina,,2,1,Medium/Medium,,49,62,64,68,76,64,64,68,64,72,72,77,82,7,11
Rudy Alejandro Cardozo Fernández,R. Cardozo,LM,70,70,1300000,650,31,171,70,Club The Strongest,Liga de Fútbol Profesional Boliviano,SUB,Bolivia,,3,1,Medium/Medium,,63,68,68,55,53,70,67,75,73,73,85,44,39,9,15
Jamal Lowe,J. Lowe,"ST, LW",70,70,1800000,20000,26,183,75,AFC Bournemouth,English League Championship,SUB,Jamaica,,4,1,High/Medium,"#Speedster, #Acrobat",69,59,73,35,63,58,72,90,91,66,76,64,45,8,9
Lewis Baker,L. Baker,"CDM, CAM, CM",70,74,2000000,41000,26,182,72,Chelsea,English Premier League,RES,England,,3,1,Medium/Medium,,67,71,71,64,70,70,73,67,72,68,76,68,69,8,6
Markus Kolke,M. Kolke,GK,70,70,1100000,5000,30,187,91,F.C. Hansa Rostock,German 2. Bundesliga,GK,Germany,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,12,18,40,39,68,45,76,18,70,74
Mahlon Beresford Baker Romeo,M. Romeo,"RWB, RB",70,73,1900000,8000,25,178,73,Portsmouth,English League One,SUB,Antigua and Barbuda,,3,1,High/Medium,,47,61,67,67,69,64,64,80,75,64,80,67,60,8,7
Alejandro Melean Villarroel,A. Meleán,"CB, CDM, CM",70,70,525000,650,34,183,79,Club Deportivo Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,LCB,Bolivia,,2,1,High/Medium,,42,58,47,70,69,41,63,60,32,65,62,72,68,12,11
Jaime Gómez Valencia,J. Gómez,"RB, CM, RWB",70,70,1500000,6000,27,176,67,Fútbol Club Juárez,Mexican Liga MX,RES,Mexico,,3,1,Medium/Medium,,63,63,71,64,70,59,69,77,76,70,85,63,71,9,12
Jordi Vanlerberghe,J. Vanlerberghe,"CB, CDM, CM",70,76,2200000,8000,25,189,82,KV Mechelen,Belgian Jupiler Pro League,RCB,Belgium,,3,1,Medium/Medium,,61,67,66,69,74,61,71,66,60,66,72,77,69,15,11
Borja López Menéndez,Borja López,CB,70,73,1800000,6000,27,190,82,Real Sporting de Gijón,Spanish Segunda División,SUB,Spain,,2,1,Medium/High,,46,52,51,71,78,36,60,65,53,64,74,84,73,15,11
Sebastian Kerk,S. Kerk,"CAM, CF, LM",70,71,1800000,15000,27,184,76,Hannover 96,German 2. Bundesliga,RCM,Germany,,3,1,High/Medium,,74,75,70,34,63,82,71,78,72,66,84,63,40,14,12
Brandon Thomas Llamas,Brandon Thomas,"ST, LM, CAM",70,73,2100000,7000,26,175,71,Málaga CF,Spanish Segunda División,RS,Spain,,4,1,High/Low,,71,61,73,32,63,60,69,76,84,71,80,62,42,8,16
Roberto Insigne,R. Insigne,"CF, RM, RW",70,71,1900000,11000,27,172,65,Benevento,Italian Serie B,RF,Italy,,3,1,High/Low,,65,71,73,27,39,71,71,84,81,65,57,34,28,9,12
Wil Trapp,W. Trapp,CDM,70,71,1500000,5000,28,173,69,Minnesota United FC,USA Major League Soccer,LDM,United States,,3,1,Medium/High,,54,69,68,65,68,56,71,54,66,71,78,64,65,8,10
Callum O'Dowda,C. O'Dowda,"LM, CM, RM",70,71,1900000,19000,26,180,75,Bristol City,English League Championship,SUB,Republic of Ireland,SUB,3,1,Medium/High,,61,65,71,40,63,70,70,82,80,67,71,65,47,14,10
Carlos Ernesto Cisneros Barajas,C. Cisneros,"LM, RM, LB",70,70,1700000,24000,27,175,73,Club Deportivo Guadalajara,Mexican Liga MX,SUB,Mexico,,3,1,High/Medium,,67,66,71,47,62,71,70,68,73,68,69,65,46,6,12
Romain Philippoteaux,R. Philippoteaux,LM,70,70,1000000,11000,33,170,67,Dijon FCO,French Ligue 2,SUB,France,,3,1,Medium/Medium,,67,66,73,43,54,64,71,70,79,68,57,60,39,9,13
David Kinsombi,D. Kinsombi,"CM, CDM",70,72,2000000,8000,25,183,74,Hamburger SV,German 2. Bundesliga,LCM,Germany,,3,1,High/High,,62,62,72,66,74,47,72,66,73,68,74,75,69,11,14
Sven Michel,S. Michel,"ST, LW",70,70,1600000,11000,30,179,79,SC Paderborn 07,German 2. Bundesliga,LW,Germany,,3,1,High/Medium,,70,63,71,33,70,64,71,85,74,73,76,68,68,11,11
Sven van Beek,S. van Beek,CB,70,70,1500000,6000,26,190,76,SC Heerenveen,Holland Eredivisie,RCB,Netherlands,,2,1,Low/Medium,,34,55,52,72,71,42,58,47,50,65,66,75,66,8,9
Francisco Javier Calvo Quesada,F. Calvo,CB,70,70,1400000,5000,28,180,77,Chicago Fire Football Club,USA Major League Soccer,LCB,Costa Rica,,2,1,Medium/Medium,,44,60,63,67,79,59,60,65,62,73,78,77,82,8,6
Steeven Willems,S. Willems,"CB, LB",70,70,1300000,8000,30,184,75,Royal Charleroi S.C.,Belgian Jupiler Pro League,SUB,France,,2,1,Low/Medium,,44,58,59,72,71,63,64,70,67,69,72,70,72,15,11
Sascha Horvath,S. Horvath,"RM, LM, CAM",70,73,2200000,13000,24,168,60,LASK Linz,Austrian Football Bundesliga,LW,Austria,,3,1,High/Medium,#Acrobat,63,66,72,44,50,65,69,85,92,58,73,40,37,8,16
킴진수 金珍洙,Kim Jin Su,LB,70,70,1400000,19000,29,175,73,Jeonbuk Hyundai Motors,Korean K League 1,LB,Korea Republic,,3,1,Medium/Medium,,39,64,67,66,64,69,62,78,76,64,68,61,64,14,7
Matheus Simonete Bressanelli,Bressan,"CB, RB",70,71,1500000,5000,28,182,74,FC Dallas,USA Major League Soccer,LCB,Brazil,,2,1,Low/High,,38,51,52,69,74,33,64,65,63,60,72,77,71,12,7
Isaiah Brown,I. Brown,"CAM, CM",70,75,2400000,16000,24,182,70,Preston North End,English League Championship,SUB,England,,3,1,Medium/Low,,64,68,73,44,61,69,73,72,80,60,59,65,50,9,14
Calmon Wergiton do Rosário,Somália,"CM, CDM",70,70,1300000,650,32,180,73,Ferencvárosi TC,Hungarian Nemzeti Bajnokság I,LDM,Brazil,,3,1,Medium/High,,68,68,73,63,68,68,77,63,70,74,60,71,71,11,8
João Pedro Almeida Machado,João Pedro,"CM, CDM",70,70,1600000,5000,28,177,69,CD Tondela,Portuguese Liga ZON SAGRES,LCM,Portugal,,3,1,Medium/Medium,,68,66,69,66,68,54,70,67,74,66,75,62,73,11,13
Fankaty Dabo,F. Dabo,"RWB, RB",70,75,2200000,11000,25,181,76,Coventry City,English League Championship,RWB,England,,3,1,High/Medium,,48,63,68,66,76,66,67,72,62,65,78,74,80,8,14
Hervin Scicchitano Ongenda,H. Ongenda,"CAM, CM, LW",70,73,2100000,7000,26,171,72,FC Botoşani,Romanian Liga I,LCM,France,,4,1,Medium/Low,,64,70,73,34,62,67,72,73,83,65,77,61,46,16,9
Lebogang Lelani Phiri,L. Phiri,"CDM, CM",70,74,2000000,8000,26,173,63,Çaykur Rizespor,Turkish Süper Lig,RDM,South Africa,,3,1,Medium/High,,53,66,71,69,68,63,69,79,82,67,82,60,67,15,13
Sondre Løvseth Rossbach,S. Rossbach,GK,70,76,2000000,2000,25,189,80,Odds BK,Norwegian Eliteserien,GK,Norway,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,13,23,50,50,66,44,65,30,71,74
Rasmus Schüller,R. Schüller,"CDM, CM",70,70,1300000,5000,30,177,67,Djurgårdens IF,Swedish Allsvenskan,CDM,Finland,CM,3,1,Medium/High,,56,65,66,68,68,56,68,52,68,68,75,62,76,14,14
Baptiste Guillaume,B. Guillaume,"ST, RW",70,73,2100000,5000,26,190,86,Valenciennes FC,French Ligue 2,ST,Belgium,,3,1,High/Medium,,68,57,71,31,70,55,74,46,71,66,65,80,48,13,7
Fáiner Torijano Cano,F. Torijano,CB,70,70,1000000,2000,32,182,73,Club Independiente Santa Fe,Colombian Liga Postobón,RCB,Colombia,,2,1,Medium/Medium,,34,51,51,70,75,45,59,70,64,64,73,80,65,12,13
Andrés Leandro Castellanos Serrano,L. Castellanos,GK,70,70,180000,1000,37,183,78,Club Independiente Santa Fe,Colombian Liga Postobón,GK,Colombia,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,13,23,44,44,67,23,62,24,68,70
Pablo Alejandro Parra Rubilar,P. Parra,"CAM, CM, LW",70,71,1800000,6000,27,175,60,Puebla FC,Mexican Liga MX,SUB,Chile,,3,1,Medium/Medium,,63,68,71,36,61,63,70,77,84,65,70,62,42,9,7
Esteban Andres Pavez Suazo,E. Pavez,"CM, CDM",70,70,1300000,12000,31,180,76,Club Tijuana,Mexican Liga MX,CM,Chile,,3,1,Medium/High,,64,66,71,67,81,58,72,79,80,68,84,81,79,10,8
Juan Antonio Delgado Baeza,J. Delgado,"RM, LM",70,70,1600000,7000,28,176,71,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,RW,Chile,,4,1,Medium/Medium,,63,63,72,41,64,71,70,74,77,67,71,65,53,14,11
Rafael Andrés Carrascal Avilez,R. Carrascal,"CM, CDM",70,70,1600000,650,28,173,76,Club Cerro Porteño,Paraguayan Primera División,LCM,Colombia,,2,1,Medium/Medium,,63,69,64,65,71,67,67,66,70,76,80,68,68,9,10
Darwin Zamir Andrade Marmolejo,D. Andrade,LB,70,70,1400000,1000,30,168,70,Deportivo Cali,Colombian Liga Postobón,LB,Colombia,,3,1,High/Medium,,45,57,70,64,70,64,70,77,75,65,83,63,70,7,9
Valber Roberto Huerta Jerez,V. Huerta,CB,70,72,1700000,7000,27,185,77,Universidad Católica,Chilian Campeonato Nacional,SUB,Chile,,2,1,Low/High,,24,41,41,71,79,29,44,50,60,65,74,87,67,16,7
Eder Aleixo Chaux Ospina,E. Chaux,GK,70,72,1300000,2000,29,189,75,Junior FC,Colombian Liga Postobón,RES,Colombia,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,19,16,46,40,65,38,76,20,69,74
Juan David Rodríguez Rico,J. Rodríguez,CM,70,70,1600000,2000,28,180,70,Junior FC,Colombian Liga Postobón,RES,Colombia,,3,1,Medium/Medium,,66,72,70,43,68,65,71,70,78,68,76,72,48,14,14
Lucas Nahuel Rodríguez,L. Rodríguez,"LB, LWB",70,70,1500000,8000,27,169,68,Club Atlético Independiente,Argentina Primera División,LB,Argentina,,3,1,High/High,,57,66,69,67,67,68,66,75,79,66,70,64,73,14,9
Leandro Nicolás Díaz,L. Díaz,ST,70,70,1600000,8000,29,182,80,Estudiantes de La Plata,Argentina Primera División,SUB,Argentina,,3,1,Medium/Medium,,69,63,68,26,69,58,72,70,71,66,72,76,43,10,13
Ángelo Nicolás Sagal Tapia,Á. Sagal,"LM, RM, ST",70,70,1600000,9000,28,178,78,Gazişehir Gaziantep F.K.,Turkish Süper Lig,LS,Chile,,3,1,Medium/Medium,,65,65,70,50,76,65,70,75,72,63,90,77,57,13,13
Jakub Czerwiński,J. Czerwiński,CB,70,70,1300000,6000,29,183,83,Piast Gliwice,Polish T-Mobile Ekstraklasa,LCB,Poland,,2,1,Medium/High,,32,44,46,70,81,30,52,53,63,68,78,84,77,7,13
Alfonso Cristián Parot Rojas,A. Parot,LB,70,70,1200000,7000,31,180,74,Universidad Católica,Chilian Campeonato Nacional,LB,Chile,,3,1,High/Medium,,60,63,66,66,78,70,67,74,66,59,71,81,83,13,12
Henry Matías Mier Codina,M. Mier,"LM, CAM",70,70,1500000,8000,30,181,76,Club Atlético Central Córdoba,Argentina Primera División,LM,Uruguay,,3,1,High/Medium,,72,69,71,47,73,72,72,53,71,67,72,77,68,6,7
Gerard Gumbau Garriga,Gumbau,"CDM, CM",70,75,2100000,10000,26,187,77,Elche CF,Spain Primera Division,RES,Spain,,2,1,Medium/Medium,,64,68,64,68,63,48,74,40,54,63,53,72,60,10,9
Matías Ezequiel Catalán,M. Catalán,RB,70,70,1400000,10000,28,172,70,Pachuca,Mexican Liga MX,SUB,Argentina,,2,1,High/Low,#Speedster,58,64,62,64,67,68,64,94,59,59,70,69,61,11,10
Mauro Ezequiel Bogado,M. Bogado,"CDM, CM",70,70,325000,5000,36,171,68,Platense,Argentina Primera División,LCM,Argentina,,3,1,Medium/Medium,,66,70,67,64,67,63,70,54,72,72,72,67,68,13,9
Gastón Adrián Lezcano,G. Lezcano,"RM, RW",70,70,750000,8000,34,170,67,Universidad Católica,Chilian Campeonato Nacional,SUB,Argentina,,3,1,High/Medium,,66,64,72,24,69,71,70,79,81,64,72,70,61,7,9
Damián Alfredo Pérez,D. Pérez,LB,70,70,1100000,6000,32,168,65,Godoy Cruz,Argentina Primera División,LB,Argentina,,3,1,Medium/Medium,,52,59,68,64,70,62,65,74,83,70,82,58,80,14,14
Fernando Zuqui,F. Zuqui,"CM, RM, CDM",70,70,1600000,8000,29,170,65,Estudiantes de La Plata,Argentina Primera División,LDM,Argentina,,3,1,Medium/Medium,,64,69,72,65,66,64,72,70,78,70,79,61,62,7,7
Axel Wilfredo Werner,A. Werner,GK,70,76,2000000,8000,25,191,85,Elche CF,Spain Primera Division,SUB,Argentina,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,23,46,34,55,38,75,24,74,70
Martín Cauteruccio Rodríguez,M. Cauteruccio,"ST, RM",70,70,775000,8000,34,180,76,Club Atlético Aldosivi,Argentina Primera División,ST,Uruguay,,3,1,Medium/Medium,,71,61,69,37,71,55,70,68,68,68,68,74,64,11,10
Cristian Matías Menéndez,C. Menéndez,ST,70,70,1000000,8000,33,185,83,Atlético Tucumán,Argentina Primera División,SUB,Argentina,,3,1,High/High,,70,60,69,38,71,50,71,59,78,72,62,80,56,14,7
Ibrahima Khaliloulah Seck,I. Seck,"CDM, CM",70,70,1100000,8000,31,195,87,SV Zulte Waregem,Belgian Jupiler Pro League,SUB,Senegal,,2,1,Medium/High,"#Aerial Threat, #Strength",46,56,56,72,83,38,63,37,40,65,87,88,78,14,15
Christian Mathenia,C. Mathenia,GK,70,70,1100000,6000,29,190,89,1. FC Nürnberg,German 2. Bundesliga,GK,Germany,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,15,23,44,35,68,45,69,30,72,74
Joeliton Lima Santos,Mansur,LB,70,70,1400000,4000,28,181,74,Santa Clara,Portuguese Liga ZON SAGRES,LB,Brazil,,2,1,Medium/Medium,,48,59,70,66,70,61,72,70,70,65,85,62,68,12,13
Adrien-Mehdi Monfray,A. Monfray,CB,70,70,1300000,4000,30,185,76,Grenoble Foot 38,French Ligue 2,RCB,France,,2,1,Medium/High,,51,60,64,68,82,57,65,69,79,67,84,84,77,10,8
Dario Župarić,D. Župarić,CB,70,71,1500000,5000,29,185,80,Portland Timbers,USA Major League Soccer,LCB,Croatia,,2,1,Medium/Medium,,21,45,56,69,77,24,58,52,54,65,67,83,72,12,11
Boli Bolingoli-Mbombo,B. Bolingoli,LB,70,72,1800000,24000,26,181,75,Celtic,Scottish Premiership,SUB,Belgium,,3,1,High/Medium,,57,62,69,62,75,70,67,85,79,65,84,73,68,7,14
Emiliano Jorge Rubén Méndez,E. Méndez,"CDM, CB",70,70,1100000,6000,32,186,82,Arsenal de Sarandí,Argentina Primera División,RDM,Argentina,,2,1,Low/High,#Strength,50,60,63,70,83,45,70,51,49,59,80,90,73,10,9
Bartosz Kapustka,B. Kapustka,"CF, LM",70,75,2400000,6000,24,180,72,Legia Warszawa,Polish T-Mobile Ekstraklasa,RES,Poland,,3,1,Medium/Medium,,61,69,72,37,61,64,73,86,83,70,84,57,41,6,14
Luis Alberto Cárdenas López,L. Cárdenas,GK,70,73,1600000,18000,27,183,84,CF Monterrey,Mexican Liga MX,SUB,Mexico,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,19,40,32,60,28,67,26,68,73
Alen Halilović,A. Halilović,"CAM, RM",70,74,2200000,15000,25,169,69,Reading,English League Championship,RM,Croatia,,4,1,Medium/Low,,62,70,75,40,41,71,76,70,82,65,55,33,40,15,10
Jan Gyamerah,J. Gyamerah,"RB, CB, LB",70,72,1800000,8000,26,184,77,Hamburger SV,German 2. Bundesliga,SUB,Germany,,3,1,Medium/Medium,,44,60,69,67,67,62,70,77,70,66,68,71,55,13,11
Tornike Okriashvili,T. Okriashvili,"CAM, LM",70,70,1600000,750,29,181,71,APOEL Nicosia FC,Cypriot First Division,LM,Georgia,,3,1,High/Low,,62,66,75,32,52,66,76,73,74,70,60,54,37,11,11
Anderson Daniel Plata Guillén,A. Plata,"RM, RW, ST",70,70,1500000,1000,30,172,65,Club Deportes Tolima,Colombian Liga Postobón,SUB,Colombia,,3,1,High/Medium,,66,59,71,42,69,68,68,87,80,67,66,70,68,7,15
Franco Gabriel Mussis,F. Mussis,"CDM, CM",70,70,1400000,7000,29,174,75,Atlético Tucumán,Argentina Primera División,RCM,Argentina,,2,1,Medium/High,,61,67,66,68,76,62,67,66,72,65,72,76,80,11,14
Stian Rode Gregersen,S. Gregersen,CB,70,75,2100000,13000,26,191,83,FC Girondins de Bordeaux,French Ligue 1,RCB,Norway,,2,1,Medium/High,#Strength,44,46,45,67,82,35,54,80,33,64,72,87,82,8,12
Juan Cruz Kaprof,J. Kaprof,"ST, CAM, CF",70,73,2100000,800,26,169,71,LDU Quito,Ecuadorian Serie A,SUB,Argentina,,4,1,High/Medium,,68,60,73,33,66,55,73,80,81,68,61,73,55,13,9
Wilker José Ángel Romero,W. Ángel,CB,70,72,1600000,8000,28,188,84,Göztepe SK,Turkish Süper Lig,SUB,Venezuela,,2,1,Medium/High,#Strength,30,44,46,70,78,34,55,55,39,68,62,87,77,12,12
Víctor Hugo García Hernández,V. García,RB,70,71,1700000,6000,27,178,71,AD Alcorcón,Spanish Segunda División,SUB,Venezuela,,2,1,High/Medium,,40,59,70,64,70,69,69,79,81,68,77,61,80,11,12
権田 修一,S. Gonda,GK,70,70,800000,4000,32,187,83,Shimizu S-Pulse,Japanese J. League Division 1,GK,Japan,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,17,20,43,41,68,43,54,28,69,71
Manuel Gibran Lajud Bojalil,G. Lajud,GK,70,74,1700000,9000,27,189,84,Santos Laguna,Mexican Liga MX,GK,Mexico,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,12,21,44,33,68,37,67,26,69,73
Kevin Molino,K. Molino,"CAM, LM",70,70,1300000,5000,31,173,70,Columbus Crew,USA Major League Soccer,SUB,Trinidad and Tobago,,3,1,High/Medium,,69,66,74,49,67,63,73,72,76,71,73,69,54,7,7
Facundo Sánchez,F. Sánchez,"RB, RM, RWB",70,70,1200000,500,31,175,74,Panathinaikos FC,Greek Super League,SUB,Argentina,,3,1,High/Medium,,60,61,69,65,68,62,70,84,70,70,73,66,70,12,14
Dominic Iorfa,D. Iorfa,"CB, RB",70,74,2000000,4000,26,193,78,Sheffield Wednesday,English League One,RCB,England,,2,1,Medium/High,,40,58,61,70,76,63,62,82,59,65,65,84,79,13,8
Hellings Frank Mhango,G. Mhango,"ST, LW",70,70,1600000,650,28,162,76,Orlando Pirates,South African Premier Division,ST,Malawi,,3,1,High/Medium,,73,50,70,21,64,42,68,75,75,63,66,74,35,7,15
Edwin Alexis Velasco Uzuriaga,E. Velasco,LB,70,70,1400000,2000,29,179,78,Junior FC,Colombian Liga Postobón,SUB,Colombia,,2,1,High/Medium,,36,58,65,64,79,65,65,78,70,60,90,80,64,7,11
Ezequiel Osvaldo Cerutti,E. Cerutti,"RM, ST",70,70,1600000,9000,29,179,75,San Lorenzo de Almagro,Argentina Primera División,RW,Argentina,,4,1,Medium/Medium,,63,64,72,36,64,63,68,82,79,68,70,59,70,10,8
Steven Fortès,S. Fortes,CB,70,70,1300000,15000,29,192,85,KV Oostende,Belgian Jupiler Pro League,CB,Cape Verde Islands,,2,1,Low/Medium,#Strength,41,54,49,70,80,51,58,34,58,63,75,91,65,11,7
Luca Lezzerini,L. Lezzerini,GK,70,73,1600000,9000,26,195,86,Venezia FC,Italian Serie A,GK,Italy,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,13,24,44,39,70,32,66,24,71,73
Stefan Simič,S. Simič,CB,70,73,1800000,600,26,189,79,Hajduk Split,Croatian Prva HNL,RCB,Czech Republic,,2,1,Medium/High,,27,47,56,72,70,40,58,48,51,68,51,78,73,5,3
Uroš Matić,U. Matić,CM,70,70,1300000,8000,31,184,78,Abha Club,Saudi Abdul L. Jameel League,CM,Serbia,,3,1,High/High,,64,67,71,61,73,60,72,66,73,70,84,70,69,14,6
Gonzalo Mathías Mastriani Borges,G. Mastriani,ST,70,70,1600000,850,28,180,76,Barcelona Sporting Club,Ecuadorian Serie A,ST,Uruguay,,2,1,Medium/Medium,,73,48,63,28,56,34,68,71,59,64,53,65,35,10,11
Orlando Rubén Yáñez Alabart,Rubén Yáñez,GK,70,72,1500000,11000,27,190,85,Getafe CF,Spain Primera Division,SUB,Spain,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,15,14,43,51,68,38,68,20,69,72
Jorge Nicolás Figal,N. Figal,"CB, RB",70,73,1800000,5000,27,181,64,Inter Miami CF,USA Major League Soccer,RB,Argentina,,3,1,High/High,,43,61,68,69,75,57,71,69,69,66,74,75,76,7,9
David Costas Cordal,David Costas,"CB, RB",70,75,2100000,6000,26,181,73,Real Oviedo,Spanish Segunda División,RCB,Spain,,2,1,Medium/Medium,,43,61,60,72,66,65,58,70,66,63,59,67,69,10,6
Alex Ferrari,A. Ferrari,"CB, RB",70,73,1800000,10000,27,191,80,U.C. Sampdoria,Italian Serie A,SUB,Italy,,2,1,Low/High,,32,51,63,72,70,58,65,67,63,70,75,67,74,9,6
Thulani Hlatshwayo,T. Hlatshwayo,"CB, RB",70,70,1100000,550,31,188,88,Orlando Pirates,South African Premier Division,LCB,South Africa,,2,1,Medium/High,,29,48,37,70,73,39,34,60,49,66,55,82,75,12,7
Clifford Aboagye,C. Aboagye,CM,70,73,2100000,12000,26,165,55,Puebla FC,Mexican Liga MX,SUB,Ghana,,3,1,Medium/Medium,,58,72,75,52,44,66,74,76,87,68,68,31,52,8,7
Mohammed Ibrahim Kanoo,M. Kanno,"CM, CDM",70,73,2100000,20000,26,191,67,Al Hilal,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,,3,1,High/Medium,,69,68,70,67,75,66,72,74,73,66,79,76,68,10,11
Olivier Michel Kemen,O. Kemen,"CM, LM, CAM",70,75,2400000,8000,24,177,76,Yukatel Kayserispor,Turkish Süper Lig,SUB,France,,3,1,High/Medium,,67,65,72,65,82,55,71,76,75,72,87,82,75,16,9
Ofir Meir Marciano,O. Marciano,GK,70,70,850000,5000,31,193,78,Feyenoord,Holland Eredivisie,SUB,Israel,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,12,20,44,62,69,33,76,38,72,73
Aarón Escandell Banacloche,Aarón,GK,70,75,1900000,9000,25,185,71,Granada CF,Spain Primera Division,GK,Spain,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,20,22,34,41,69,45,51,22,67,72
Mory Diaw,M. Diaw,GK,70,72,1400000,7000,28,198,98,FC Lausanne-Sport,Swiss Super League,GK,France,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,17,24,42,33,54,31,72,29,72,74
Jordan Hugill,J. Hugill,ST,70,70,1600000,21000,29,183,85,West Bromwich Albion,English League Championship,SUB,England,,3,1,High/High,,68,54,65,38,84,53,67,67,61,66,81,83,92,15,14
Alexis Rafael Pérez Fontanilla,A. Pérez,"CB, LB",70,73,1800000,8000,27,181,73,GZT Giresunspor,Turkish Süper Lig,LCB,Colombia,,2,1,Medium/Medium,,33,53,58,68,76,56,60,71,61,67,66,80,77,16,12
Omar Nicolás Govea García,O. Govea,"CM, CDM, CAM",70,74,2200000,8000,25,174,74,SV Zulte Waregem,Belgian Jupiler Pro League,SUB,Mexico,,3,1,Medium/High,,57,70,71,68,66,58,73,53,75,66,67,62,72,10,11
Leonardo Adrián Villagra Enciso,L. Villagra,ST,70,70,1600000,550,30,181,79,Club Nacional,Paraguayan Primera División,LS,Paraguay,,3,1,High/Low,,72,60,64,24,67,59,65,72,69,69,68,78,38,7,9
Viðar Örn Kjartansson,V. Kjartansson,ST,70,70,1300000,4000,31,187,80,Vålerenga Fotball,Norwegian Eliteserien,ST,Iceland,ST,2,1,High/Medium,,70,49,64,29,68,35,63,70,62,76,71,72,54,10,16
Lys Mousset,L. Mousset,ST,70,74,2200000,17000,25,184,80,Sheffield United,English League Championship,SUB,France,,3,1,Medium/Medium,,71,55,71,24,67,54,70,79,72,67,68,76,44,12,16
Godfred Donsah,G. Donsah,"CM, CDM",70,75,2300000,7000,25,176,80,Crotone,Italian Serie B,RCM,Ghana,,3,1,Medium/Medium,,63,70,73,66,74,68,74,67,78,69,79,71,72,14,12
Yairo Yesid Moreno Berrío,Y. Moreno,"LB, LM, LW",70,73,1900000,9000,26,182,82,Pachuca,Mexican Liga MX,LB,Colombia,,3,1,High/Medium,,58,64,71,65,65,71,70,78,77,65,70,64,61,9,13
Núrio Domingos Matias Fortuna,Núrio Fortuna,"CB, LB, LM",70,73,1800000,11000,26,177,73,KAA Gent,Belgian Jupiler Pro League,LM,Angola,,3,1,High/Medium,,61,64,70,69,71,63,71,81,72,69,73,68,74,8,8
José David Ramírez García,D. Ramírez,"RB, LM",70,73,1900000,12000,25,166,67,Club León,Mexican Liga MX,RWB,Mexico,,3,1,High/High,,60,63,70,64,63,67,75,83,75,61,70,64,50,15,10
